2019-10-23 01:19:59,"b""One flew over the cuckoo's nest \nSome flew blue (JetBlue)\nSome South West.\n#JetBlue  Here's some unrefined marketing for you; from the children's rhyme and how the great book; One Flew Over the Cuckoo's Nest begins."""
2019-10-23 00:51:42,b'Charm to Paradise and back...in less than 2 hours \xe2\x98\x80\xef\xb8\x8f\xe2\x9c\x88\xef\xb8\x8f\xf0\x9f\x8c\xb4 #My3Favs #CHS #FLL #JetBlue \xf0\x9f\x98\x89 https://t.co/5MuzTZJUr6'
2019-10-22 23:36:23,b'On our plane for #Boston! #jetblue #jetblue1152 #bostonbound #shippinguptoboston #orlandofl #orlandointernationalairport #mco #bos #meganandsonik #sonik0731 @jetblue flymco @ Orlando International Airport (MCO) https://t.co/EBMoOXeWzd'
2019-10-22 23:18:53,b'Heading home. #JetBlue we love you!!!! https://t.co/vngjgGaASq'
2019-10-22 22:42:05,b'@united This experience reminds me of the cattle in the semis on I70. Maybe the new slogan for United should be the cattle transport. 8 years flying with #southwest and #jetblue and never parked. #customerorcattle'
2019-10-22 22:29:12,b'RT @GlobalTravelMgt: Low-cost carriers Norwegian and Jetblue have announced plans to form an interline agreement that would see passengers\xe2\x80\xa6'
2019-10-22 22:11:40,b'#jetblue more delayed flights than any airline...I swear.   3:15 4-5 delays to now 7pm.  Now I know what these TV sets are for...'
2019-10-22 21:26:53,"b'Made a good move today with #JetBlue also. They beat earnings expectations, although seat mile will slow, fuel cost are also going down. Up 7.31% today \xf0\x9f\x91\x8c\xf0\x9f\xa4\x97\xf0\x9f\xa4\x91'"
2019-10-22 20:28:03,"b'I miss this island. Flew from San Juan Puerto Rico to Hartford, CT on my favorite carrier, @jetblue  Easy boarding, on-time, plenty of legroom. #every-time #jetblue #flight #puertorico #aviationlovers #airplane #pr\xe2\x80\xa6 https://t.co/Od4aTjs1OM'"
2019-10-22 19:03:51,b'What is @JetBlue doing to explain to me why I was taken off a flight home to a funeral because an employee decided to cancel my ticket at FLL? His name is Keeno. He laughed in my face as I pleaded. #jetblue #worstairline #jetblueworstairline  @Vacasean44 https://t.co/a5mKIuRVc9'
2019-10-22 18:42:26,b'#JetBlue launches a new \xe2\x80\x93 and maybe useful \xe2\x80\x93 #carryon bag fee trial |\nhttps://t.co/dpZmo2DPIW #Travel #Paxex #Avgeek #Airlines'
2019-10-22 18:20:34,"b'@JetBlue a shoutout for Bianca on Flt 1031 BOS to HOU this morning. Quite possibly the most polite flight attendant I\xe2\x80\x99ve ever had the pleasure of flying with! It\xe2\x80\x99s all about your team, they\xe2\x80\x99re awesome! #JetBlue #thankyou'"
2019-10-22 18:03:31,"b'RT @CenterTechMgmt: The morning program on Day 4 of the Managing Data #Analytics Seminar for @esadeexed was at #Jetblue.\nEash Sundaram, Chi\xe2\x80\xa6'"
2019-10-22 17:58:55,b'Glad she got caught. #Thief. #Boston \n#JetBlue Agent Faces 20 Years for Scamming #Airline | Travel + Leisure \xe2\x9c\x88https://t.co/vCJH3JEixM'
2019-10-22 17:49:07,b'RT @simple_flying: JetBlue Scraps Its Mexico City Routes https://t.co/RU8mWfHQIw #jetblue #JetBlueMexicoCity #JetBlueMexicoCityScrapped htt\xe2\x80\xa6'
2019-10-22 17:27:24,"b'RT @CenterTechMgmt: The morning program on Day 4 of the Managing Data #Analytics Seminar for @esadeexed was at #Jetblue.\nEash Sundaram, Chi\xe2\x80\xa6'"
2019-10-22 17:23:36,"b'Check out additional photos from Day 4 of the seminar for @esadeexed at the #Jetblue headquarters in Long Island City, NY. \n\n#technology #tech #Esadeemiba #centertechmgmt #analytics #datasciences #ESADE #AI #digital https://t.co/S5oE5ZqyRN'"
2019-10-22 17:23:33,"b'The morning program on Day 4 of the Managing Data #Analytics Seminar for @esadeexed was at #Jetblue.\nEash Sundaram, Chief Digital &amp; Technology Officer, and the @Jetblue executive team discussed their #technology and industry with the students.\n\n#tech #Esadeemiba #centertechmgmt https://t.co/bPRug6NdDJ'"
2019-10-22 16:52:14,"b'RT @DreHaynes: When you take #Delta instead of #jetblue there are consequences. Such as your #flight being inevitably, inexplicably #delaye\xe2\x80\xa6'"
